1520655320020, [78282.0, 731746.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320295, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320308, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320324, [78282.0, 731746.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320341, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320360, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320376, [78282.0, 731746.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320424, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320457, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320474, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320491, [78282.0, 731746.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320509, [78282.0, 731746.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320527, [78282.0, 731746.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320542, [78282.0, 731746.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320560, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320575, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320698, [78282.0, 731746.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320707, [78282.0, 731746.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520655320725, [78282.0, 731746.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
