1520651418585, [78282.0, 731746.0, 0.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418859, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418867, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418883, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418900, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418919, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418936, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651418952, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419090, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419116, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419133, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419154, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419170, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419188, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419202, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419219, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419237, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419253, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419270, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419285, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419303, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419320, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1520651419336, [78282.0, 731746.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
