1520649236812, [505493.3, 557226.6, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0]
1520649237005, [498290.53, 556096.0, 0.0, 2.0, 6.0, 0.0, 0.0, 0.0, 0.0]
1520649237021, [497707.34, 556002.6, 0.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0]
1520649237038, [496968.62, 555884.25, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0]
1520649237055, [496115.28, 555747.5, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0]
1520649237071, [495552.72, 555657.5, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]
1520649237088, [494840.0, 555543.1, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]
1520649237104, [494244.03, 555447.75, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0]
1520649237136, [492808.25, 555216.4, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0]
1520649237171, [492808.25, 555216.4, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
1520649237188, [492103.53, 555071.5, 0.0, 4.0, 4.0, 0.0, 1.0, 0.0, 0.0]
1520649237205, [491405.2, 554890.4, 0.0, 4.0, 2.0, 0.0, 5.0, 0.0, 0.0]
1520649237220, [490844.62, 554738.6, 0.0, 7.0, 4.0, 0.0, 5.0, 0.0, 0.0]
1520649237238, [490151.4, 554550.1, 0.0, 7.0, 1.0, 0.0, 7.0, 0.0, 0.0]
1520649237254, [489476.3, 554366.6, 0.0, 7.0, 3.0, 0.0, 7.0, 0.0, 0.0]
1520649237271, [488781.25, 554178.1, 0.0, 8.0, 1.0, 0.0, 9.0, 0.0, 0.0]
1520649237288, [488367.2, 554066.1, 0.0, 7.0, 2.0, 0.0, 14.0, 0.0, 0.0]
1520649237304, [487556.84, 553847.25, 0.0, 8.0, 1.0, 0.0, 18.0, 0.0, 0.0]
1520649237321, [486922.12, 553675.75, 0.0, 9.0, 0.0, 0.0, 24.0, 0.0, 0.0]
1520649237337, [486463.94, 553549.6, 0.0, 10.0, 3.0, 0.0, 25.0, 0.0, 0.0]
1520649237354, [485995.03, 553379.1, 0.0, 11.0, 0.0, 0.0, 26.0, 0.0, 0.0]
1520649237371, [485574.47, 553064.5, 0.0, 12.0, 3.0, 0.0, 28.0, 0.0, 0.0]
1520649237387, [485448.3, 552855.25, 0.0, 13.0, 0.0, 0.0, 30.0, 0.0, 0.0]
1520649237407, [485406.3, 552385.6, 0.0, 12.0, 2.0, 0.0, 32.0, 1.0, 0.0]
1520649237422, [485527.97, 552097.4, 0.0, 14.0, 0.0, 0.0, 32.0, 0.0, 0.0]
1520649237440, [485654.1, 552064.6, 0.0, 13.0, 1.0, 0.0, 32.0, 1.0, 0.0]
1520649237455, [485816.12, 551973.25, 0.0, 13.0, 2.0, 0.0, 32.0, 0.0, 0.0]
1520649237473, [485860.62, 551937.9, 0.0, 14.0, 0.0, 0.0, 33.0, 0.0, 0.0]
1520649237490, [485861.0, 551937.6, 0.0, 16.0, 2.0, 0.0, 33.0, 0.0, 0.0]
1520649237506, [485873.12, 551886.5, 0.0, 18.0, 1.0, 0.0, 33.0, 0.0, 0.0]
1520649237523, [485901.0, 551739.6, 0.0, 17.0, 0.0, 0.0, 33.0, 0.0, 0.0]
1520649237540, [485910.62, 551687.75, 0.0, 17.0, 3.0, 0.0, 33.0, 0.0, 0.0]
1520649237555, [485916.25, 551654.0, 0.0, 17.0, 0.0, 0.0, 33.0, 0.0, 0.0]
1520649237572, [485923.12, 551548.75, 0.0, 18.0, 0.0, 0.0, 37.0, 0.0, 0.0]
1520649237588, [485956.62, 551334.75, 0.0, 19.0, 2.0, 0.0, 40.0, 0.0, 0.0]
1520649237604, [485953.75, 551332.4, 0.0, 19.0, 0.0, 0.0, 44.0, 0.0, 0.0]
1520649237621, [485952.88, 551333.6, 0.0, 19.0, 3.0, 0.0, 47.0, 0.0, 0.0]
1520649237638, [485952.88, 551333.6, 0.0, 19.0, 3.0, 0.0, 48.0, 0.0, 0.0]
1520649237655, [485895.38, 551341.5, 0.0, 18.0, 0.0, 0.0, 48.0, 0.0, 0.0]
1520649237757, [485965.9, 550231.9, 0.0, 23.0, 3.0, 0.0, 52.0, 0.0, 0.0]
1520649238003, [485576.22, 550273.0, 0.0, 25.0, 3.0, 0.0, 56.0, 0.0, 0.0]
1520649238021, [485580.6, 550269.4, 0.0, 24.0, 2.0, 0.0, 56.0, 0.0, 0.0]
1520649238037, [485606.72, 550048.75, 0.0, 24.0, 0.0, 0.0, 57.0, 0.0, 0.0]
1520649238060, [485910.25, 549942.6, 0.0, 23.0, 2.0, 0.0, 58.0, 0.0, 0.0]
1520649238074, [485960.0, 550101.1, 0.0, 22.0, 1.0, 0.0, 58.0, 0.0, 0.0]
1520649238090, [486015.28, 550332.4, 0.0, 23.0, 2.0, 0.0, 58.0, 0.0, 0.0]
1520649238107, [485960.75, 550565.9, 0.0, 22.0, 0.0, 0.0, 58.0, 0.0, 0.0]
1520649238154, [485599.47, 550967.25, 0.0, 22.0, 3.0, 0.0, 58.0, 0.0, 0.0]
1520649238171, [485446.06, 550900.75, 0.0, 23.0, 3.0, 0.0, 58.0, 0.0, 0.0]
1520649238204, [485567.22, 550664.1, 0.0, 23.0, 0.0, 0.0, 58.0, 0.0, 0.0]
1520649238221, [485594.72, 550561.25, 0.0, 22.0, 3.0, 0.0, 58.0, 1.0, 0.0]
1520649238240, [485552.97, 550218.75, 0.0, 22.0, 0.0, 0.0, 58.0, 0.0, 0.0]
